,0,1,2,3
1809,NqyWI85KFX_AqrEM2KaSxqRkUIpX0wZcKaUCTQWzdhRYMmxH,kekmek55,DIAMOND,euw1
1810,OOD7hWFx9q7KaLs0riJyFHZ8YEAoqiMt2vLk0Gah3FBwYHKi,neviR cixoT,DIAMOND,euw1
1811,Umkm1NAkrSxgJcSop9aBxwclTVmJNBOwjWhXCBtADQxSXp3B,LFT Sheja ,DIAMOND,euw1
1812,D9JnfDmRK8v35s6qC7W6XhAbk57LN6Q_k0NGQq9CbObAzIJ0,kpiwasmistake,DIAMOND,euw1
1813,CQ7hCy8UwNZrf4DG7prpg12EkATun4DxuTMRK0TSHf7DXUE_,kill sushi24,DIAMOND,euw1
1814,ZZJRpWiY-otW0wxKq7mgVOERmj5LbNJ-yCWxRs6Z5x-raj1r,DÅRLIG JUNGLER,DIAMOND,euw1
1815,Zpb98JshmLAd_--jENX97J3Jtj62uP2FBUkcYwyAh-srLoQ7,EBUCHIE JUNGLERI,DIAMOND,euw1
1816,f4uUkbMeyamWiWX6Wq4Slyc4O5XEhEE5WfWeDRw7AY1F5j2G,Yamete RaiZeR ,DIAMOND,euw1
1817,wNkWnjwZ3z2cRTmZrmlFWA2FUX8gkhUuN7nbjg79ASpBGLT6,kamilinio,DIAMOND,euw1
1818,oRDt2TgTdlVxkBe-S5LkAji4e3XyaIzQF8YoVLT2haf9DBzp,wolle13,DIAMOND,euw1
1819,krbVup54dYNiuZYOpHRfpLCljkWVfg_Q46rBCUweJtj39J7O,gigatuca,DIAMOND,euw1
1820,Nh_cwxe0S5ZHMe88sq7FxrnliBZrgE6advgwTC3OMdb-yZzC,Game of Truns,DIAMOND,euw1
1821,Fh0-zuSHWFTnYiW8GZ-IcOsN3g6tBKy18-Itp2U6jujKMFIp,Holy Heroin,DIAMOND,euw1
1822,xc4bT0z2MsyBRgn4KenjTfZmfV3rEhy94U56911y7FGn11MK,Gumiś,DIAMOND,euw1
1823,HuB4LXJIpa72-YeYyrqWVAqVqu-NtLAA1kqoyafTezCjwjfE,Lanıus,DIAMOND,euw1
1824,mlxWthj6SWM5Br1h7lUUtOHwCv8ubgqQxQnBylDiAPCYw4hw,Ahky Potter,DIAMOND,euw1
1825,9v_Ft_uzG-EZahC4-SCdWosNvUyDeLuVwX0W1BCzMIYxM0UT,ArribaSBuyakote,DIAMOND,euw1
1826,VUjOP4-IdzwWHJPs1llX4g2vsUdfj6HrcQhZorhv3dd04lc5,sajmonooo,DIAMOND,euw1
1827,EyffAggtklMJWGFjN1EcIWyEhZgLVHjB35b0wEq39gSwBC0u,im gonna tryhard,DIAMOND,euw1
1828,3To-bwOTEvl6mv1zZfVLPGwUrYpBQE35pXtb788vQlxOI5tp,yhu gbhnj,DIAMOND,euw1
1829,N08lylIlddG-mYW8_dpWKKVo2rwwfb2Seg96UtX5GJrbYIYQ,Tsugara1,DIAMOND,euw1
1830,MTcg70U-pvMlbaC7Ud-015YaXyyxzUg7IyFn7svtDu9lUXN8,kalp sparzmı,DIAMOND,euw1
1831,Hm8AjtcuUg8ZvKnj1zo_9IJG0I3Tr4P3JkfQbQwhPswJLfjf,Daxi4,DIAMOND,euw1
1832,U15GKI-mr92U2aGPK10DYWrc0X4_0NY_zvl5Zk3iGXcIsHLw,TaIonlonfarm,DIAMOND,euw1
1833,npQMG3-1Hu1mWuJyBqoffBQpYhOIpEm7ZiOv4qW7q8N_SmB0,ZY Vulcaiin,DIAMOND,euw1
1834,tJ10ruUXQ2-HJmiuhJ3dXyYcrb0bYRj09G8KgHbGZtt4Mi_m,AMPHETAMINA,DIAMOND,euw1
1835,8Wl3gTOTJuB4NIJjfj2EfuZRkKK1kGVGNUJT9uQZP-CxtVYN,Puki style99,DIAMOND,euw1
1836,qEVt1d4tXpR52GbbExEigzCW2ZCsOOoH2tdt_LPQgQfqzyYe,Pe4rl Beulee,DIAMOND,euw1
1837,DE18rFEYEXc1-TqPbHyE42e7PH4KF8FNTUve6j7t87rQbzux,deadalbury,DIAMOND,euw1
1838,R-P8UCMNiMwbdYEzZ4N-DAxlRo9Yw3hy3XrnP4Xfcs7Ahn1V,RipperZhalo,DIAMOND,euw1
1839,KwvYaRuaZxNdyrVks1HkFeo6p7ey0eqRLycssWTAgPsx0Kz6,Presfor,DIAMOND,euw1
1840,i_T2Ohais22FQm-gXQtutEio2ib9IUmfhy_ErzxJibUfaQld,Ironics,DIAMOND,euw1
1841,4CIBDiJ1Jknnjj-333yUw18roda2ysdKbez38fbGrkTJxFyp,Rekt by my cat,DIAMOND,euw1
1842,WKFamc0SLYB_4h4wlpET0c4uRaRybfpkTeBPvp2HdYJdHMJm,Lord Anas,DIAMOND,euw1
1843,CUOlpgOhYU1BJifJAw1e0zCjomgawjoobJzt424Vr9GjZcrE,BartonaR,DIAMOND,euw1
1844,Qym_9bjedOQC-nR1IX7w2ry9ucONEQKx38ujCaYrnkrj4I-Z,LFT PARALYMPICS,DIAMOND,euw1
1845,UAJLWpCJwTwv9dOKKM0qvhWy4aF2xCOG0tnCC37u9X4l3_lV,Homerum,PLATINUM,euw1
1846,WL-dNZDCT3HeVsRf_LIl8e59ro3nkuyRA9Vtov1DruwBIH86,Burandoto,PLATINUM,euw1
1847,rElDHecRLJhjq4opyYcGxDYrz1TeGonNSr4PBSucAdVUDDMZ,Starduster,PLATINUM,euw1
1848,tnE-GUxsuP8fum_GHWYierUmAjtIHlR02Rfikf5NckXopkWK,Gilgamesz,PLATINUM,euw1
1849,O3jcNIdLOqCFShFJiEPzeFH8Jsj7r_2KlAiElH8xt9FEuIyH,PRO tecting Her ,PLATINUM,euw1
1850,Va5UNrLPYK3F0v0o1zjiQim676l6cTsGGgi8WJIl_pbuFto8,KimooLee,PLATINUM,euw1
1851,o2M7Ib5M4yDFL5kUepaNpRataFXyBenoKSASloik3Ljru3sC,REIS2023,PLATINUM,euw1
1852,srW4pddBKpVLZj0JZ3iNDu1KrXctrbtb-qgsb0rZ80ymei55,N0giz0n3,PLATINUM,euw1
1853,TB51vhnvH1Y9fpfUAMP-kJCkL52VJ6YznXMS_9v_4pW822QX,llllllLORDllllll,PLATINUM,euw1
1854,b7vYk_ZlZGJ-ub2VBF-V3HiIIAk7j-s629uMGGN0Uz2ec0_y,Jungle is trash,PLATINUM,euw1
1855,hGVVrmaw27UMNEV1bQ4yakCXeJawM5WqXU4FjskkW1IioK3c,Warboy97,PLATINUM,euw1
1856,JWm3FcWElRj5fQ6utfT3IrKZmFIpMTlk43pTn6V3RjsRfFBY,Ärchangël,PLATINUM,euw1
1857,n15IIqT56Qlfo8XeZKuuRx08E79ZFteJn30JUu5ZNHFOb1Cp,nileriover,PLATINUM,euw1
1858,uPX95bjGy2qZCptrDlEHhPQu5kIlR_tiOj__LVD92zeFL8Id,I M P U R 00,PLATINUM,euw1
1859,Rc9EXNt8zDZYIy0Yb83mjZJQmLJRUoNjCU0-cgB8DtJJ1ZR3,Scathàch,PLATINUM,euw1
1860,cWPRaR3RvTfDhy8_WxjV37G0N1dX32IlKcfh3329d5CCZAl5,tempname13551,PLATINUM,euw1
1861,Qd1BKb_YBBVipcdZYfTlFZjorM-35NVXETlZwVlT41Vbjpha,Returder,PLATINUM,euw1
1862,aL8da3wNpWutiIHgBDERLpDYW8tvcq7D6lnNbvmkyDLqXKUE,Sertuss,PLATINUM,euw1
1863,nRUukqkWMwincd0XSQEbi7EqDBp2FkfuoikTjONpSZsRKNwL,Princesse Belle,PLATINUM,euw1
1864,NTrBTaG_Go2k-ZV9KqSxKkKSu36uxajNf2CA4EiCfuWl-Cs0,31 Z,PLATINUM,euw1
1865,_FaUqRDplakxxQo70b9rUzwKopCooXVGB_CRmhSjyMWX1yzr,TheG0blinTV,PLATINUM,euw1
1866,JcyHmhrhrcs8TUX3fLdMi9QqqNXVTsBWq9I3Udi0J_bvxWKy,Sir GentIeman,PLATINUM,euw1
1867,VL6oKQ6xJyn-F8RTc1yLqgrEzIuWrdaeUWmhUzZeDjdw0nES,MKT Davura,PLATINUM,euw1
1868,8mtkBlfPVICpMYzbFw7Hxb-yU0KQxPkE2I7eHr9EiDnvxzb-,εz gαmε,PLATINUM,euw1
1869,rvnqQk0ifuEpJko2n3v-zr50yJJPG8Jdaht-DHhvIao9Aw24,antusheng,PLATINUM,euw1
1870,_iV7GpgxrT7Srkbvw4MmpLjMId6OSA8OOdqlqTfnN0pqmaMJ,KiIonzo,PLATINUM,euw1
1871,kztv67LGLYu-Gh4h-2uGTSlrSxCQyDyZBCCdE-VvcRTeoQqW,Pop a Perky,PLATINUM,euw1
1872,PhCguP-TQNZniHcPAaaoLFY-DmYCBsi4UvKGuYOWQvRTDfSA,Bike Vayne,PLATINUM,euw1
1873,j9TmyMaf5lLPdb0EEqP0TcO0P8VlpL-idzTVXExCnVM3QXgJ,RagnarFF,PLATINUM,euw1
1874,mrf1b47q-hQpdHFXt1EXKfFdNjjLpSoY3MZIwDpG7u8Z5s19,mateopropper02,PLATINUM,euw1
1875,3w8HRpuLlRIve4MlhqvmvPDPUX4BIgFcLpoEzVnfoce8NKHf,Petite Banana,PLATINUM,euw1
1876,u471iTXw3K8pGY0ZFRQhE_j9nLldbwsBbZicJ8OuJPPO-cuF,ΔROOYALΔ,PLATINUM,euw1
1877,dGTjDyBCsYmDtZH6Vb3y60QT1d1CxyTs2y13UQRkffKxg4Yz,Anim4,PLATINUM,euw1
1878,nH0U33ct8QuYY5LfgHnImlbNhyML_zFJsr2P4RXFW8XUq-RP,Lizzop,PLATINUM,euw1
1879,Pr5niDIkZfd4kM5he0FWgh4aA6sM6aKIK9nw5ti_CfLP-IS1,0 Personality,PLATINUM,euw1
1880,TnSmwnDegaDjP9SrWhRKMSxY8RJfE1u-w6hv11FWtm1aUAjj,Selfmadee,PLATINUM,euw1
1881,LVS4hR85mhs4m8jsPgOb1Cq25Rntpv1yb7Vml20KO5vRQsJF,LimiTless0727,PLATINUM,euw1
1882,WlkFuCclZhgZBeOjfkdJ6jqjvrkvrE7ybXq_pLYAkQbsGpsn,nevohteeG,PLATINUM,euw1
1883,lcwceRHLVwS-GNo3aWeZyghWYgPJGnqaELyXX5cesOil6USm,SNIPER MØNKEY,PLATINUM,euw1
1884,f2I1MwfpAW5lr1FX8bX9M71pArLBx5dv9kKLnBO3Zxscc_xS,Fulis on Top,PLATINUM,euw1
1885,h_yW3LPx45rWtVLfKhEC045oF_bffAezSDGb1bQCs2XMhDAr,Im Inv3rs0,PLATINUM,euw1
1886,8Lb3obDQRZ7_JiSor15Jc_lFoaA20iZzC12vrkNEpKLOvqqR,Muây Thâi,PLATINUM,euw1
1887,u7Je0c-N2ks1eJUxZvIkEk6-VfhWVJwi8zdMQsq-1h7bnVEt,WachinMachine,PLATINUM,euw1
1888,HlfftF4yXelAKhH7_ra15UKWTkTw7ZwPFZITEixrPZUc8o4Y,MrDomius1,PLATINUM,euw1
1889,lVUijcwyofKT5Z7VxikaUbavl0RURN2SviHbhpdj8LRlEbMQ,Kaji Takaomi,PLATINUM,euw1
1890,7c67Xcoirq8E_pjEgTrBr0EFk8UIYVOJDMqzDFgCot3qtPSe,freshyy,PLATINUM,euw1
1891,D9CbTyKtbp1yfj9fSJKp3nxL-Nkb2llXuijAqnzGBvyV7jfb,Rotcher,PLATINUM,euw1
1892,pVQfRAACPPzHfAmpjtD9mgnUV8UzK6X_Hxz4m-4Y3NyRySF5,Diwine,PLATINUM,euw1
1893,9kPb6Y28OBcoC-m5-MCZGqoQl2i8P25Qxs12lI53tGG486qr,ItsMediated,PLATINUM,euw1
1894,eH1v1ZLOxK1bvzr9_E6BPSFlW8DAVlDbdpbjWp5xFcqi2EMZ,Bill Chang x1,PLATINUM,euw1
1895,JkB_MqG-W83J15W8ekU_zHLpdSRiuA_lTfCaPN6nWreCHn_x,FooladPoor,PLATINUM,euw1
1896,v7oURzgPEkwzwYCB8JO6PWrx6fIr8ysqBG6vlgkZlAfcEw_V,HolyTitan,PLATINUM,euw1
1897,NlNH6EJlo8Z-R1lTrXcEfZkHr0sqn6gYRhLIf0iC7nrwQ5ut,Yüce Kral Eking,PLATINUM,euw1
1898,4640i7yg8nL-Q6Guco_xIzCqnUv_2DrRBFiHHeKF-0YZ4Bgp,Darcigh,PLATINUM,euw1
1899,hPY6R9NTWL4HcurArddoMSzlmqYB4TICAjwGyu7bvHogSBZ3,Vankell,PLATINUM,euw1
1900,JsoCDKKhp8r6jVNKlVIgXYGo4W16wSdgcXSyWazirvRCAdw6,MoreThanMysticxS,PLATINUM,euw1
1901,dcFBJxedVFaI6Cytz5_vMqq1VTGrCKPwehcv04AtUOx7rlit,Chihuahua03,PLATINUM,euw1
1902,Hq8wSsT20W00DXAYYte39Hk00GsrhD3kQ0g9rk_eEvo9lNtF,4ll M1ght,PLATINUM,euw1
1903,SstmctCyOr9x0r8aLTuUotGB0zGlbtoiSYAG0I3cEpiJWLu1,Mr Kadachi,PLATINUM,euw1
1904,a15e1hiuxfnKwXNHUBI0D7wZ4eRqWVolNadCeanZ0tIAQDlL,Nezilis,PLATINUM,euw1
1905,Xbs_c6UpdDPUJPY_QOsx4NDpk9c5lw0VGujieuqsQcweu8Tj,RHS Darky,PLATINUM,euw1
1906,y6WgcGeXcoHCk6mpeieBOWU8oTQxlCtq7uZyKELqadNjLcRF,ABKBM,PLATINUM,euw1
1907,vNsmJ4FdlZvaxKQIJMOI7ljnpvG6e4AFkNhKR9771s7mwNIM,Not Yakosu,PLATINUM,euw1
1908,hzwX734nsM-cE_koldzbx9robvk_AQIEjIlFp6SOWCfbY6o3,EzPz NoUpsetti,PLATINUM,euw1
1909,q9ych-CrcBr4aVV_ZBd3qnr6Nrjw_2MkJm1_wblr-NarPDvD,hıyaryasuo,PLATINUM,euw1
1910,t8xLfoeZzc8k4gTr9Eq2t2s6dbGY5SWBLWkJV0iq9UKEpp_M,LeviAckerman360,PLATINUM,euw1
1911,Kwq_ZKUPQCSFb3DthzaLt-R2KOwq_bOyXBQA5Qs0KGbIHleG,kiraTz,PLATINUM,euw1
1912,C47s1qILn1uCO7DcS7QrhdaIgyNFakG11xfV4QvoI8US2f8d,SDBSDADWQ,PLATINUM,euw1
1913,i5qgNsAj8Cu1mBjPK5IXWf4vS4ftRNwYQ3PvhPA1AXNS5Lgr,furball,PLATINUM,euw1
1914,mXEedP7koQUxCopOzdfcsWsusLml4x615EqNd_yKHDdE3vhG,Sourman,PLATINUM,euw1
1915,_9IcBAq9Mp5HJMA9QmehYmGQl3DVQViEjxH6tgziums11-kI,7B T1ger,PLATINUM,euw1
1916,COj6p_Y6fzhgYgPy9CEa40POhTEy0PZyzR1zFVimoq7uMMD0,kindredsuckslmao,PLATINUM,euw1
1917,H8T28tm12JAvhSYxYHDtdasMdMCjKWykXiRjaYuaFr2psdKF,Carliños06,PLATINUM,euw1
1918,MPB9PON06q9L3Xy3GYuxDj4Ar29UsKA0an_7LXpwKKtW1GLy,LeagueOfLenvas,PLATINUM,euw1
1919,MCgURb_ciXq2XV5tse4Jc9EWfpPug60Pb-1mOj1wCIwhU66p,IPX Colster,PLATINUM,euw1
1920,4ufB0awbXjce999WeEhb4dnnN7bdW2yaLD6N0FEHeYCu2TAs,leLiight,PLATINUM,euw1
1921,wjmaB_r6GBL41IGFzw9qT_ibsQUSGe0ROACye14aKFfjAi7D,Ðarłìng,PLATINUM,euw1
1922,kpN2NWcQaokQNT725Qa4NEum8RRUcs7jtqrFcInQ1LiO5sLA,lolbdf,PLATINUM,euw1
1923,Wqx7wYm3NNwQvSJYbywn64Ktkv4Ta_qJ8sdom0F1xZpESAya,781247,PLATINUM,euw1
1924,EbTOV0DfuOmAw21Lf9V5Sm0WDfOFu6N8P0sobb-IXIWzJlK4,Niose07,PLATINUM,euw1
1925,T3R_uZUldmFRGF03wuSceeqCfVF0iQg18SVZ8_h6YpndHx1y,Leryα,PLATINUM,euw1
1926,gjofXg8uxKBh80_u7BdpOydoJfOChUx0lB0fPT2QE5axL_Qb,wmRR,PLATINUM,euw1
1927,DCz1lcALJCkClhk8ZvfwOUatnm6ILGjEYm056lhPr9Ezwv0h,Im a split v3,PLATINUM,euw1
1928,0apshNzHoDVz54LuYHcrs08zACeu3KZHMeex5VjPLwSszmdv,teamjbzedzed,PLATINUM,euw1
1929,IpY6se6bv1YskTaur4onQfXA0iN6eElqdweB5jngzs0-cbBr,Mematho,PLATINUM,euw1
1930,hH_DBJkl57YswzOukyqqU7115vkTct4LS0c6e1at-FOB_1Uj,alvaromh11,PLATINUM,euw1
1931,SWHPVyt6kMeXcmebor_e04HP2MGeMppBU2-CB5pWr3bZz3rt,Pétard Choupinou,PLATINUM,euw1
1932,YGuIZZrewm5t8cWqZKIMJW5eLr1BlFVPfOsoFs-3-s4BuVnl,I L L A L O L I,PLATINUM,euw1
1933,vAqIXT0nufjNpVKsM8-3h8kX3lOQhl73Q9XZDl5u--kmSqau,TankMeHarder,PLATINUM,euw1
1934,E83vpQHeDEwXnxJ_4V7kgQjW45G0E-9UnKyo-RTj8VWRxqYS,nkem,PLATINUM,euw1
1935,TUlssDLi7csT3lO0GZDmYQEphwUZG9YNFOSGTPhX8Qni2d8q,Krakayn,PLATINUM,euw1
1936,06NMTkXBfULKX388wCrJy1yvues5UntFG124xzV1kg2zg6BV,Malandro,PLATINUM,euw1
1937,5WNgvf5bjp4OZY4wQaBZewBgHdGOr9k8W9BaaE3dDySOJdkw,PAFKØ,PLATINUM,euw1
1938,V_OoOFvQYpT042Ua2Wb-AKF2sNjv2DEhbYkVH_6HR382kkBJ,ToastyMcRoasty,PLATINUM,euw1
1939,Ih4_PLiTUmm-awztX6k5Owi0WnjnkFPcx0WLIzKgvMrympVp,FB GeTeJe,PLATINUM,euw1
1940,NM11hNYZWQZHa0NrLFqS5TloiK-o7eqo2Dnrk5dhWQi-f82D,sgt Joker,PLATINUM,euw1
1941,lbqieGPdENwo9sEzx7C1G_V1CnrSxEbuv4bu79xKxnyGQQRp,wurasanca,PLATINUM,euw1
1942,VWMz6KGcDPSQoPVS9pmvbypOgUm7frNNBxzZR_5iaUW4-7Ts,ĄrKoS,PLATINUM,euw1
1943,SX9Gp2aff-Dl-ApHBoHJWZC-t4G1NEtZGXfLFcymuFiBUK-2,Moe Farah,PLATINUM,euw1
1944,-2LlwpjJ_5xrQYr2b5L0uJYZ_32pIc6vG-iQqumBF_l98F9b,Akaagi,PLATINUM,euw1
1945,qD7ymRdy5O_Wn2MlcB_BYhyG5GV1eHFOt3XbcfcfIiTGypY1,Hags v2,PLATINUM,euw1
1946,ARR0RGbniZg1iel2b8IzMh7ewUM3nMWK4_mOph26029ZOnWM,Fallen Akazan,PLATINUM,euw1
1947,CVlRdnvXH3275J4viSnrKNPAiDccLynzRB4fDeO2GoM-0kJS,FïshMooney,PLATINUM,euw1
1948,uGcPqSTKvpok2y5WBu9Vq_VJNOTJvUITVAEc17WWH3kEl76g,Sliffnoy,PLATINUM,euw1
1949,FyMIwhJREth0yJi6bQDLGMqHYcjD2ccMBYdvMhfXZ6vdbyas,Jul Le 100,PLATINUM,euw1
1950,0Wbgw-ZW3bNN7R8lFCWtJ_-dqzJDvSuMV5-lQF3zNXZp-FiH,Kraiiinx3,PLATINUM,euw1
1951,QnFcv3-jxAq51C9gn816M0EHTPe_EHMdZABj53U48Gf40o8W,broken wingś,PLATINUM,euw1
1952,L2j3gALbKzvtkMF3aaSVKHciqGhkD1P41qQsu0bipL_mCHej,Pen Flinger,PLATINUM,euw1
1953,4o164SqjwPOSwnfM0lPLOX69Lm4xtV6wOBg9jFvt0aONtElo,zephhhh,PLATINUM,euw1
1954,hp2coILclw_oJzrj9BU565jPb2K-6QJxi_wCkuljNwjNeySW,Wasabi Padawan,PLATINUM,euw1
1955,3aI879fIxnuDXM3Ol3ll71lNo2Ur4EYkdo94-gpTCR5G-dX9,Virtúöz,PLATINUM,euw1
1956,LXxzdFfeHmXImmW2zSJXWWC7REjZ413cfLUUGP0kU00P4l3k,Nao To Peladinho,PLATINUM,euw1
1957,69OjhwgBQIhYUsRB9CcAt51dgJTVfKUHQDS99c2uV42ziBwG,vs my demons,PLATINUM,euw1
1958,HXaRA5DDgBlmBtv_68MUmNdwXfF6WyvW_pxcjyMKzKw181EL,UkrainianTeacher,PLATINUM,euw1
1959,BF3JMnMbSTOiRaOARK1XNDQlyDOvaEjNC6p7nV518i0ZsqCm,ZedIing,PLATINUM,euw1
1960,mhOZzQODdlECwMEnZSw_oP0Q6cXPQf1hAkG6byn8A3uMDUAu,Bipolar Jungle,PLATINUM,euw1
1961,TpwsvKrp-sgqVge1xZAGuMgVn-K8nVuPC_PldJsopc0rFRed,ΝUΜ,PLATINUM,euw1
1962,KIHM2-hUfcHFdHre8CcBv--IKh2jcYi9Ffo0m-clGCTAkiog,KC Sam,PLATINUM,euw1
1963,myOUWnkp-Zf8mV1_iTaM6RvskG0HlULuW4O9Ew6yfj_DwE0I,DaddyBlondi,PLATINUM,euw1
1964,GCmz1MyGH0zNTAocPyW6LjDQVwAY27c0Ax3vifhJuCn_AQIw,singed god,PLATINUM,euw1
1965,45B9yeLuMj18EGTvGUjqRjxQpkw9QnaTPXjqGZM-Q5JKKIoL,javicorde13,PLATINUM,euw1
1966,FuwdIuAcoNQg5r7rEVwXZiSNonJP7IPGZ9kSFytaekex1sA7,chapô1,PLATINUM,euw1
1967,DeQmkwAmoC9x5NN5mE4h9Ggt_4R3FcIGVERaGr8O7JyHOibl,fjdndfjfdn,PLATINUM,euw1
1968,MSobdtCasoXveAzEc-TGbOifVdqHpAGDOJ_MmR2gPMx0toFc,Larry Katula,PLATINUM,euw1
1969,M8Jr1GOC4hv18MBVXZfNeKBJMHpanTkLRFITeF02eJ89fQtP,Νameless King,PLATINUM,euw1
1970,81633kMaiTYql6iUkKnqHcZqAeQVe5TUeMKxOfrKghjhMs_p,CostelkataLUD,PLATINUM,euw1
1971,VDKhNRBV3b8UhSlN9dkr9Up4Rp6u1gt4RSnbMuDM11PfeA_d,SemimaruReformed,PLATINUM,euw1
1972,ES0kvJIycCkE8Ut0eyrE9f_jS3Nry7EOZtyGVOlomxICYDxF,IoMeLaFarei,PLATINUM,euw1
1973,YwkIGSapC8ZgVcsEObMWWFTCd5tyFkSvHWQ61AG_sOusH-qC,SporksMySurreal,PLATINUM,euw1
1974,aMzZl1x3EAlFYrthiGqTpagRrvCC3uq1WjoALTVGbUM_nj-I,KC MatFreez,PLATINUM,euw1
1975,x9vsjSo21AGJSZCLbbxapjsS_W7dnsC2jomE2295TnvI7SuK,Sirpeelalot,PLATINUM,euw1
1976,JYb2rEwVKsOjul9LMvmJ9fT0e3pHhECrU1B7nt4BOncpTKJt,An Apprentice,PLATINUM,euw1
1977,nkb0epIEPTUVGyrpFoFQ6EUFg_5hdynoZkvGhbEpmAxezM1T,Ma quando mai ,PLATINUM,euw1
1978,XscMUzJGq0LFR0wk0K1uALshFr3vTL-lz7RLVgXBf1Akh5ak,AterialDown,PLATINUM,euw1
1979,Nqt-59qQRKHuLvbV-QEtVuhUqkwg7wFdy8FXkI4T6aRF2oYB,worst adc 2018,PLATINUM,euw1
1980,tg0iHhyYzgWRkk9NDwuXIQp88Rm-1pB3LdRyEPDYQSKG2UkY,Rip Crabgot,PLATINUM,euw1
1981,ep8C346fj8HiaiMM4z2vZTvr8wAlGHXk683ok3h7rn0ilI6l,needs a Blondie,PLATINUM,euw1
1982,UuxdrBTWsaLM12NisvkdnUIqD86tlXrF36YjA75_0VCL5mte,ShaunHouston,PLATINUM,euw1
1983,7BfTkTcWE_LFGFRYTfGTaULbKCUQ-D1MeYMzIJtJFsiz1SXO,Krallen,PLATINUM,euw1
1984,HFyiwS8If-kE5C-qXkDaZfW76ccPwYVw7j69oU2VTKZl8eBg,EnterTheEast,PLATINUM,euw1
1985,0JdtwyOKqZpkf9kNAY0RbgMl5nYIUccii_z__4SrkMOn_Yk3,UFO36l,PLATINUM,euw1
1986,dWpE6gOz6yl1ZAbPA4phDmU5iM3AvYAzP3Fl9Nh_KdGBMV3E,Chayza,PLATINUM,euw1
1987,_Od17z85AinWjxDIEoHLFmgyPuTc7NMCElN8lSHl19qE6EJ0,Šhαco,PLATINUM,euw1
1988,3mxtZTAI2oEgmDao3TG3LdlgtDxpK790RPDmEJwKaoeYfGva,Strangé Top,PLATINUM,euw1
1989,kNUCvXDSItiDDkP-qz6Bs5t3ytIfkUeyzWGCBuXYySTHrwnM,IAm Zadymiarz,PLATINUM,euw1
1990,hQfYp-vC5TllCsJwamL31qdaOzUu_HgYZ4p8jDzbnewWif4-,Ellorente,PLATINUM,euw1
1991,TeljPKzWzfhlUVdPjh3xoHWoxJ2ej3yzkBhXjnra1ohYOE0X,Blitzkriegh,PLATINUM,euw1
1992,4AWgIz9o8KrZl2f12oBzHgx-gS5yX0t7smcQWSPS0EOnl7HP,Top Lane Jax,PLATINUM,euw1
1993,goMTcFmJDinDrsdXUI8JkS4aKGPrr5C88six7_MeDmF5rnew,Betterth4nU7,PLATINUM,euw1
1994,mQB6p5LlQFo4lVkGsxE1-9I1ZkCPgxlTUBWOl14cbloKxwMC,oskaras8055,PLATINUM,euw1
1995,HMM371UUMirGqgW1tRWRjy3gJp0lwLl7jg4DFa8V6USq5lcq,4JhinSalaBim4,PLATINUM,euw1
1996,GZDY1ztEpWDKUnSkVTLuar1cME3FkJYzivETIJwW6fjLdJP8,chabachibou,PLATINUM,euw1
1997,NS-paO7Q6iKYLmCE0bG5sM_11Wm4tQdyoA0rmzLfr9YBmEYu,EverythingBlαck,PLATINUM,euw1
1998,rzL_cg5tUkLdiNUV8P4Ar9pWgcnqr-qx3X1Nv8AXfve5X3Nw,rotg0i0g0g,PLATINUM,euw1
1999,cog0kzfwEeXR36HWRvLMJZTphMHn9MjeYaeNWokxLwXxBqtR,ILYMTAE,PLATINUM,euw1
2000,MgdUIxsqou2-J4TS4k5gy3NSX3V0YTs3yuRT29PBWT-6iR_b,CDennis,PLATINUM,euw1
2001,70NDkVKsrUJr8maZWyCRJFCy5uyX5JHtuVLuZVCFPtnbgQKP,Officer Poposack,PLATINUM,euw1
2002,PQJJNFcJNL8-ogyhy9qrBQ2q8Eoq6BHvKf13q1UkR-gXkoU1,Ψ Kittyy17 Ψ,PLATINUM,euw1
2003,_kENiEf2P9fNgn6DbsY4smKskJ7ljjuhm8I6ATUxtV_SxW3U,Thotasaurus ,PLATINUM,euw1
2004,0r0AiDLQHJ2Qmvo1lMJMJ5SdZ_FZ6EXkQb12vIxYs8-1JHh4,xShawy,PLATINUM,euw1
2005,QktcX_0RXN3iL2W_4oxLUPxbHekXZua9o3vSHonr6hRkBEuf,p1noyszn,PLATINUM,euw1
2006,64OAbDJHiQIUkp8-VdVtrSBneP40lGY25USY61YH9jvnqEmp,Optimas,PLATINUM,euw1
2007,CEGS4Rj9FeGZt9ZpMxdmLebwfdjL24qEy9x9WnFZnoUZf6XQ,PrivateScriptRD1,PLATINUM,euw1
2008,38-qIm04Uw_E110cM5JKrGoG7Vc0Ws1ciGqhi9I6E14aO5L2,xplaz,PLATINUM,euw1
2009,s10569NpLUTgph5_BAxeDHt5enasYf20hlGXamKiRCw33ARI,Zedleris,PLATINUM,euw1
2010,2rbS0jGWW2f1bwP_fpPB2Q1F8xDnzwjVw1ZbZM5mVWVEPURo,Kim Jong Lit,PLATINUM,euw1
2011,AXlOt-neYbMsvNNWtG9dBViqYYFy9I9O7jnAKrqwSXPJ8c5e,yoyou mei,PLATINUM,euw1
2012,lNzSZ6cc4NtMyyunBE-sOzUd4Id3H5tpvbRjlT-UsM_z7ZtC,AxRyung,PLATINUM,euw1
2013,7YCflXUY4xXzIEHRmAnYkyRV67wSpO19V0DZlMACuF9-um8Y,ıI Master Yi Iı,PLATINUM,euw1
